"","ID","Category","Unit","Rubric","Translation","Question","Choices","Solution","Image","Tags"
"685","686","CHAPTER 12 관계사절","UNIT 66 관계부사","문장을 완성하라.","인생과 스포츠는 제시한다 / 많은 상황들을 [중요하고 어려운 결정이 내려져야 하는].","{{c1::Life and sports present many situations where critical and difficult decisions have to be made.}}","life and sports / present / many situations / where / critical and difficult decisions / have / to / be made","","","천일문::기본편::CHAPTER_12_관계사절::UNIT_66_관계부사"
"686","687","CHAPTER 12 관계사절","UNIT 67 관계사와 생략","문장을 완성하라.","경험은 명칭이다 [모두가 자신들의 실수에 부여하는].","{{c1::Experience is the name everyone gives to their mistakes.}}","experience / is / the name / everyone / gives / to their mistakes","","","천일문::기본편::CHAPTER_12_관계사절::UNIT_67_관계사와생략"
"687","688","CHAPTER 12 관계사절","UNIT 67 관계사와 생략","문장을 완성하라.","우리는 그녀를 자산으로 여긴다 [어떠한 조직도 함께 일하고 싶어 하는].","{{c1::We consider her an asset any organization would like to work with.}}","we / consider / her / an asset / any organization / would like / to work with","","","천일문::기본편::CHAPTER_12_관계사절::UNIT_67_관계사와생략"
"688","689","CHAPTER 12 관계사절","UNIT 67 관계사와 생략","문장을 완성하라.","교훈은 (우화의) / 원칙 또는 가르침이다 [그것이 가르쳐주는].","{{c1::The moral of a fable is the principle or lesson it teaches.}}","the moral of a fable / is / the principle or lesson / it / teaches","","","천일문::기본편::CHAPTER_12_관계사절::UNIT_67_관계사와생략"
"689","690","CHAPTER 12 관계사절","UNIT 67 관계사와 생략","문장을 완성하라.","모든 사람은 [여러분이 만날] / 무언가를 알고 있다 [여러분이 알지 못하는].","{{c1::Everyone you will ever meet knows something you don’t.}}","everyone / you / will ever meet / knows / something / you don’t","","","천일문::기본편::CHAPTER_12_관계사절::UNIT_67_관계사와생략"
"690","691","CHAPTER 12 관계사절","UNIT 67 관계사와 생략","문장을 완성하라.","봄은 ~이다 / 생명이 만물에 살아 있는 때.","{{c1::Spring is when life is alive in everything.}}","spring / is / when / life / is / alive / in everything","","","천일문::기본편::CHAPTER_12_관계사절::UNIT_67_관계사와생략"
"691","692","CHAPTER 12 관계사절","UNIT 67 관계사와 생략","문장을 완성하라.","순간은 [네가 그만두기를 원하는] / 순간이다 [네가 계속 밀고 나아갈 필요가 있는].","{{c1::The moment you want to quit is the moment you need to keep pushing.}}","the moment / you / want / to quit / is / the moment / you / need / to keep / pushing","","","천일문::기본편::CHAPTER_12_관계사절::UNIT_67_관계사와생략"
"692","693","CHAPTER 12 관계사절","UNIT 67 관계사와 생략","문장을 완성하라.","가정은 ~이다 / 아이들이 안전함과 안정감을 느껴야 하는 곳.","{{c1::Home is where children should feel safe and stable.}}","home / is / where / children / should / feel / safe and stable","","","천일문::기본편::CHAPTER_12_관계사절::UNIT_67_관계사와생략"
"693","694","CHAPTER 12 관계사절","UNIT 67 관계사와 생략","문장을 완성하라.","기억하니 / 장소를 [우리가 처음 만났던]?","{{c1::Do you remember the place we first met?}}","do / you / remember / the place / we / first / met","","","천일문::기본편::CHAPTER_12_관계사절::UNIT_67_관계사와생략"
"694","695","CHAPTER 12 관계사절","UNIT 67 관계사와 생략","문장을 완성하라.","사람들이 일요일보다 금요일을 더 선호하는 이유는 // 금요일은 가능성을 가져오기 때문이다 / 즉, 앞으로 다가올 주말의 가능성을.","{{c1::Why people prefer Friday to Sunday is that Friday brings promise ― the promise of the weekend ahead.}}","why / people / prefer / Friday to Sunday / is / that / Friday / brings / promise / the promise of the weekend ahead","","","천일문::기본편::CHAPTER_12_관계사절::UNIT_67_관계사와생략"
"695","696","CHAPTER 12 관계사절","UNIT 67 관계사와 생략","문장을 완성하라.","하나는 (이유들 중) [성인들이 배움을 중단하는] / ~이다 // 그들이 점점 실패를 덜 무릅쓰려고 하게 되는 것.","{{c1::One of the reasons mature people stop learning is that they become less and less willing to risk failure.}}","one of the reasons / mature people / stop / learning / is / that / they / become / less and less willing / to / risk / failure","","","천일문::기본편::CHAPTER_12_관계사절::UNIT_67_관계사와생략"
"696","697","CHAPTER 12 관계사절","UNIT 68 선행사와 떨어진 관계사절","문장을 완성하라.","당신은 친구들이 필요하다 / 당신의 인생에 / [당신을 믿고 응원하는].","{{c1::You need friends in your life who believe in you and cheer you on.}}","you / need / friends / in your life / who / believe in / you / and / cheer / you / on","","","천일문::기본편::CHAPTER_12_관계사절::UNIT_68_선행사와_떨어진_관계사절"
"697","698","CHAPTER 12 관계사절","UNIT 68 선행사와 떨어진 관계사절","문장을 완성하라.","때가 분명히 올 것이다 [내 말이 실현될].","{{c1::The time will surely come when my words will come true.}}","the time / will surely come / when / my words / will / come / true","","","천일문::기본편::CHAPTER_12_관계사절::UNIT_68_선행사와_떨어진_관계사절"
"698","699","CHAPTER 12 관계사절","UNIT 68 선행사와 떨어진 관계사절","문장을 완성하라.","블랙홀은 부분이다 (우주 공간에 있는) / [빛 자체를 포함하여, 모든 것이 안으로 끌려 들어가 는].","{{c1::A black hole is an area in outer space into which everything, including light itself, is pulled.}}","a black hole / is / an area / in outer space / into / which / everything including light itself / is / pulled","","","천일문::기본편::CHAPTER_12_관계사절::UNIT_68_선행사와_떨어진_관계사절"
"699","700","CHAPTER 12 관계사절","UNIT 68 선행사와 떨어진 관계사절","문장을 완성하라.","체육은 활동들을 제공해야 한다 / 어린 학생들에게 / [의미 있고 즐길 만한].","{{c1::Physical education should offer activities to young students which are meaningful and enjoyable.}}","physical education / should / offer / activities / to young students / which / are / meaningful and enjoyable","","","천일문::기본편::CHAPTER_12_관계사절::UNIT_68_선행사와_떨어진_관계사절"
"700","701","CHAPTER 12 관계사절","UNIT 68 선행사와 떨어진 관계사절","문장을 완성하라.","가상현실은 환경이다 (컴퓨터에 의해서 만들어진) / [거의 현실처럼 보이는].","{{c1::Virtual reality is an environment created by computers which seems almost real.}}","virtual reality / is / an environment / created by computers / which / seems / almost real","","","천일문::기본편::CHAPTER_12_관계사절::UNIT_68_선행사와_떨어진_관계사절"
"701","702","CHAPTER 12 관계사절","UNIT 68 선행사와 떨어진 관계사절","문장을 완성하라.","당신은 유일한 사람이다 [내가 만난] [나를 이해하는].","{{c1::You are the only person I’ve ever met who understands me.}}","you / are / the only person / I / have / ever / met / who / understands / me","","","천일문::기본편::CHAPTER_12_관계사절::UNIT_68_선행사와_떨어진_관계사절"
"702","703","CHAPTER 12 관계사절","UNIT 68 선행사와 떨어진 관계사절","문장을 완성하라.","많은 것이 있다 [네가 배우는 것이 중요한 / 그러나 결코 교실에서는 배울 수 없는].","{{c1::There are many things which are important for you to learn but which can never be taught in a classroom.}}","there are / many things / which / are important / for you / to learn / but / which / can / never / be taught in a classroom","","","천일문::기본편::CHAPTER_12_관계사절::UNIT_68_선행사와_떨어진_관계사절"
"703","704","CHAPTER 12 관계사절","UNIT 68 선행사와 떨어진 관계사절","문장을 완성하라.","이것은 유일한 여행안내서이다 [내가 읽도록 추천받은] [정말로 유용한].","{{c1::This is the only travel guidebook I was recommended to read which is really useful.}}","this / is / the only travel guidebook / I / was recommended / to read / which / is / really useful","","","천일문::기본편::CHAPTER_12_관계사절::UNIT_68_선행사와_떨어진_관계사절"
"704","705","CHAPTER 12 관계사절","UNIT 69 명사절을 이끄는 관계대명사 what","문장을 완성하라.","너는 잊지 말아야 한다 // 내가 네게 말하려는 것을.","{{c1::You must not forget what I’m going to tell you.}}","you / must not / forget / what / I’m going to / tell / you","","","천일문::기본편::CHAPTER_12_관계사절::UNIT_69_명사절을_이끄는_관계대명사_what"
"705","706","CHAPTER 12 관계사절","UNIT 69 명사절을 이끄는 관계대명사 what","문장을 완성하라.","요람에서 배운 것이 // 무덤까지 간다.","{{c1::What is learned in the cradle is carried to the grave.}}","what / is / learned / in the cradle / is / carried / to the grave","","","천일문::기본편::CHAPTER_12_관계사절::UNIT_69_명사절을_이끄는_관계대명사_what"
"706","707","CHAPTER 12 관계사절","UNIT 69 명사절을 이끄는 관계대명사 what","문장을 완성하라.","관련지어 생각하라 // 당신이 배우고 있는 것을 / 당신이 이미 알고 있는 것과 / 학습 내용을 외우기 위해.","{{c1::Associate what you are learning with what you already know to memorize the learning material.}}","associate / what / you are learning / with / what / you already know / to memorize / the learning material","","","천일문::기본편::CHAPTER_12_관계사절::UNIT_69_명사절을_이끄는_관계대명사_what"
"707","708","CHAPTER 12 관계사절","UNIT 69 명사절을 이끄는 관계대명사 what","문장을 완성하라.","패배하는 것은 / 대개 일시적이다. 포기하는 것이 ~이다 // 그것(=패배하는 것)을 영원하게 만 드는 것.","{{c1::Being defeated is often temporary. Giving up is what makes it permanent.}}","being defeated / is / often / temporary / giving up / is / what / makes / it / permanent","","","천일문::기본편::CHAPTER_12_관계사절::UNIT_69_명사절을_이끄는_관계대명사_what"
